x,y,layer1,layer2,voltage1,voltage2,current
1702.46,874.357,TOP_LAYER,GND,0.0101217,0.0101167,0.0346603
1702.46,874.357,GND,POWER,0.0101167,0.0101721,-0.025965
1702.46,874.357,POWER,BOTTOM_LAYER,0.0101721,0.0101758,-0.025965
1742.14,1461.41,TOP_LAYER,GND,0.00922983,0.00922983,4.6219e-14
1742.14,1461.41,GND,POWER,0.00922983,0.00922983,-1.16945e-13
1742.14,1461.41,POWER,BOTTOM_LAYER,0.00922983,0.00922983,-9.24381e-14
1741.83,165.695,TOP_LAYER,GND,0.0107978,0.0107962,0.0108242
1741.83,165.695,GND,POWER,0.0107962,0.0107871,0.0042599
1741.83,165.695,POWER,BOTTOM_LAYER,0.0107871,0.0107865,0.0042599
1781.2,86.9548,TOP_LAYER,GND,0.0108484,0.0108476,0.00580264
1781.2,86.9548,GND,POWER,0.0108476,0.0108365,0.00520738
1781.2,86.9548,POWER,BOTTOM_LAYER,0.0108365,0.0108357,0.00520738
1820.57,165.695,TOP_LAYER,GND,0.0108763,0.0108722,0.028005
1820.57,165.695,GND,POWER,0.0108722,0.0108518,0.00956304
1820.57,165.695,POWER,BOTTOM_LAYER,0.0108518,0.0108504,0.00956304
1859.94,86.9548,TOP_LAYER,GND,0.0109256,0.0109244,0.00826771
1859.94,86.9548,GND,POWER,0.0109244,0.0109086,0.0073836
1859.94,86.9548,POWER,BOTTOM_LAYER,0.0109086,0.0109076,0.0073836
1899.31,165.695,TOP_LAYER,GND,0.0109579,0.0109533,0.0316382
1899.31,165.695,GND,POWER,0.0109533,0.0109272,0.012234
1899.31,165.695,POWER,BOTTOM_LAYER,0.0109272,0.0109254,0.012234
1938.68,86.9548,TOP_LAYER,GND,0.011011,0.0110098,0.00842049
1938.68,86.9548,GND,POWER,0.0110098,0.0109918,0.00845384
1938.68,86.9548,POWER,BOTTOM_LAYER,0.0109918,0.0109905,0.00845384
1978.05,165.695,TOP_LAYER,GND,0.0110418,0.011039,0.0190605
1978.05,165.695,GND,POWER,0.011039,0.0110142,0.0116115
1978.05,165.695,POWER,BOTTOM_LAYER,0.0110142,0.0110125,0.0116115
1978.05,323.175,TOP_LAYER,GND,0.0109743,0.0109601,0.0970911
1978.05,323.175,GND,POWER,0.0109601,0.0109116,0.0227405
1978.05,323.175,POWER,BOTTOM_LAYER,0.0109116,0.0109083,0.0227405
2017.42,86.9548,TOP_LAYER,GND,0.0111073,0.0111061,0.00771621
2017.42,86.9548,GND,POWER,0.0111061,0.011087,0.00896544
2017.42,86.9548,POWER,BOTTOM_LAYER,0.011087,0.0110857,0.00896544
2017.42,874.357,TOP_LAYER,GND,0.00984727,0.00986847,-0.145384
2017.42,874.357,GND,POWER,0.00986847,0.0100275,-0.0745725
2017.42,874.357,POWER,BOTTOM_LAYER,0.0100275,0.0100384,-0.0745725
2017.42,1189.32,TOP_LAYER,GND,0.00926949,0.00926046,0.0619478
2017.42,1189.32,GND,POWER,0.00926046,0.00925077,0.00454033
2017.42,1189.32,POWER,BOTTOM_LAYER,0.00925077,0.00925011,0.00454033
2056.79,165.695,TOP_LAYER,GND,0.0111404,0.0111391,0.00908163
2056.79,165.695,GND,POWER,0.0111391,0.0111151,0.0112567
2056.79,165.695,POWER,BOTTOM_LAYER,0.0111151,0.0111135,0.0112567
2056.79,953.097,TOP_LAYER,GND,0.0096868,0.00970048,-0.0937709
2056.79,953.097,GND,POWER,0.00970048,0.00985743,-0.0736027
2056.79,953.097,POWER,BOTTOM_LAYER,0.00985743,0.00986816,-0.0736027
2056.79,1110.58,TOP_LAYER,GND,0.00940585,0.00940097,0.0334555
2056.79,1110.58,GND,POWER,0.00940097,0.00950811,-0.0502466
2056.79,1110.58,POWER,BOTTOM_LAYER,0.00950811,0.00951544,-0.0502466
2056.79,1268.06,TOP_LAYER,GND,0.00911627,0.00906571,0.346754
2056.79,1268.06,GND,POWER,0.00906571,0.00888452,0.0849714
2056.79,1268.06,POWER,BOTTOM_LAYER,0.00888452,0.00887212,0.0849714
2096.16,86.9548,TOP_LAYER,GND,0.0112186,0.0112171,0.00997132
2096.16,86.9548,GND,POWER,0.0112171,0.0111953,0.0102482
2096.16,86.9548,POWER,BOTTOM_LAYER,0.0111953,0.0111938,0.0102482
2096.16,874.357,TOP_LAYER,GND,0.00979452,0.00982374,-0.200363
2096.16,874.357,GND,POWER,0.00982374,0.0100032,-0.0841616
2096.16,874.357,POWER,BOTTOM_LAYER,0.0100032,0.0100155,-0.0841616
2135.53,165.695,TOP_LAYER,GND,0.0112697,0.0112652,0.0308028
2135.53,165.695,GND,POWER,0.0112652,0.0112314,0.0158678
2135.53,165.695,POWER,BOTTOM_LAYER,0.0112314,0.0112291,0.0158678
2135.53,953.097,TOP_LAYER,GND,0.00965878,0.00967011,-0.0776792
2135.53,953.097,GND,POWER,0.00967011,0.00982681,-0.0734883
2135.53,953.097,POWER,BOTTOM_LAYER,0.00982681,0.00983753,-0.0734883
2174.9,244.435,TOP_LAYER,GND,0.0113285,0.011314,0.0997076
2174.9,244.435,GND,POWER,0.011314,0.011255,0.0276757
2174.9,244.435,POWER,BOTTOM_LAYER,0.011255,0.0112509,0.0276757
2174.9,1031.84,TOP_LAYER,GND,0.00951173,0.00949515,0.113711
2174.9,1031.84,GND,POWER,0.00949515,0.00964165,-0.0687022
2174.9,1031.84,POWER,BOTTOM_LAYER,0.00964165,0.00965166,-0.0687022
2214.27,323.175,TOP_LAYER,GND,0.0113435,0.0113218,0.148773
