x,y,layer1,layer2,voltage1,voltage2,current
130.877,1129.93,TOP_LAYER,GND,0.000742881,0.000742879,1.45669e-05
130.877,1129.93,GND,POWER,0.000742879,0.000742847,1.45669e-05
130.877,1129.93,POWER,BOTTOM_LAYER,0.000742847,0.000742857,-6.34761e-05
133.638,948.294,TOP_LAYER,GND,0.000742427,0.000742424,2.14508e-05
133.638,948.294,GND,POWER,0.000742424,0.000742378,2.14508e-05
133.638,948.294,POWER,BOTTOM_LAYER,0.000742378,0.000742376,1.88926e-05
133.638,1027.03,TOP_LAYER,GND,0.000742672,0.000742669,1.48421e-05
133.638,1027.03,GND,POWER,0.000742669,0.000742638,1.48421e-05
133.638,1027.03,POWER,BOTTOM_LAYER,0.000742638,0.000742635,1.94311e-05
133.638,1105.77,TOP_LAYER,GND,0.000742772,0.000742777,-3.31657e-05
133.638,1105.77,GND,POWER,0.000742777,0.000742847,-3.31657e-05
133.638,1105.77,POWER,BOTTOM_LAYER,0.000742847,0.00074283,0.000117971
133.913,1227.65,TOP_LAYER,GND,0.000743075,0.000743082,-4.79138e-05
133.913,1227.65,GND,POWER,0.000743082,0.000743184,-4.79138e-05
133.913,1227.65,POWER,BOTTOM_LAYER,0.000743184,0.000743167,0.00012059
134.984,600.189,TOP_LAYER,GND,0.000740803,0.000740812,-5.88758e-05
134.984,600.189,GND,POWER,0.000740812,0.000740937,-5.88758e-05
134.984,600.189,POWER,BOTTOM_LAYER,0.000740937,0.00074091,0.000185365
136.572,835.991,TOP_LAYER,GND,0.000741986,0.000741986,-8.46282e-07
136.572,835.991,GND,POWER,0.000741986,0.000741988,-8.46282e-07
136.572,835.991,POWER,BOTTOM_LAYER,0.000741988,0.000741988,6.59987e-08
139.439,668.192,TOP_LAYER,GND,0.000741259,0.000741253,4.39579e-05
139.439,668.192,GND,POWER,0.000741253,0.000741159,4.39579e-05
139.439,668.192,POWER,BOTTOM_LAYER,0.000741159,0.000741115,0.000302703
143.139,1499.14,TOP_LAYER,GND,0.000743362,0.000743361,1.10642e-05
143.139,1499.14,GND,POWER,0.000743361,0.000743337,1.10642e-05
143.139,1499.14,POWER,BOTTOM_LAYER,0.000743337,0.000743335,1.8057e-05
150.303,693.694,TOP_LAYER,GND,0.000741315,0.000741305,6.83822e-05
150.303,693.694,GND,POWER,0.000741305,0.000741159,6.83822e-05
150.303,693.694,POWER,BOTTOM_LAYER,0.000741159,0.00074118,-0.000144311
150.303,721.414,TOP_LAYER,GND,0.000741375,0.000741372,2.50321e-05
150.303,721.414,GND,POWER,0.000741372,0.000741318,2.50321e-05
150.303,721.414,POWER,BOTTOM_LAYER,0.000741318,0.000741294,0.000170126
150.303,1250.01,TOP_LAYER,GND,0.000743113,0.000743118,-3.12622e-05
150.303,1250.01,GND,POWER,0.000743118,0.000743184,-3.12622e-05
150.303,1250.01,POWER,BOTTOM_LAYER,0.000743184,0.000743201,-0.000114726
150.303,1277.73,TOP_LAYER,GND,0.000743151,0.000743158,-4.66811e-05
150.303,1277.73,GND,POWER,0.000743158,0.000743258,-4.66811e-05
150.303,1277.73,POWER,BOTTOM_LAYER,0.000743258,0.000743262,-2.7013e-05
151.124,471.746,TOP_LAYER,GND,0.000740206,0.000740234,-0.000190248
151.124,471.746,GND,POWER,0.000740234,0.00074064,-0.000190248
151.124,471.746,POWER,BOTTOM_LAYER,0.00074064,0.000740653,-9.19253e-05
151.862,499.456,TOP_LAYER,GND,0.0007401,0.000740134,-0.000237067
151.862,499.456,GND,POWER,0.000740134,0.00074064,-0.000237067
151.862,499.456,POWER,BOTTOM_LAYER,0.00074064,0.000740656,-0.000109756
151.862,527.176,TOP_LAYER,GND,0.000740154,0.00074019,-0.000244049
151.862,527.176,GND,POWER,0.00074019,0.000740711,-0.000244049
151.862,527.176,POWER,BOTTOM_LAYER,0.000740711,0.000740719,-5.60161e-05
151.862,1445.11,TOP_LAYER,GND,0.000743448,0.000743441,4.54525e-05
151.862,1445.11,GND,POWER,0.000743441,0.000743344,4.54525e-05
151.862,1445.11,POWER,BOTTOM_LAYER,0.000743344,0.000743341,2.61598e-05
151.862,1472.83,TOP_LAYER,GND,0.000743407,0.000743403,3.07075e-05
151.862,1472.83,GND,POWER,0.000743403,0.000743337,3.07075e-05
151.862,1472.83,POWER,BOTTOM_LAYER,0.000743337,0.000743335,1.8057e-05
153.323,908.924,TOP_LAYER,GND,0.000742299,0.000742295,2.49503e-05
153.323,908.924,GND,POWER,0.000742295,0.000742242,2.49503e-05
153.323,908.924,POWER,BOTTOM_LAYER,0.000742242,0.000742234,5.69733e-05
153.323,987.664,TOP_LAYER,GND,0.000742554,0.000742551,1.78639e-05
153.323,987.664,GND,POWER,0.000742551,0.000742513,1.78639e-05
153.323,987.664,POWER,BOTTOM_LAYER,0.000742513,0.000742511,1.37445e-05
153.323,1066.4,TOP_LAYER,GND,0.000742772,0.00074277,9.99207e-06
153.323,1066.4,GND,POWER,0.00074277,0.000742749,9.99207e-06
153.323,1066.4,POWER,BOTTOM_LAYER,0.000742749,0.000742744,3.41153e-05
154.585,619.79,TOP_LAYER,GND,0.000740757,0.000740769,-7.90743e-05
154.585,619.79,GND,POWER,0.000740769,0.000740937,-7.90743e-05
154.585,619.79,POWER,BOTTOM_LAYER,0.000740937,0.000740974,-0.000248306
155.129,1116.5,TOP_LAYER,GND,0.000742858,0.000742858,4.74791e-06
155.129,1116.5,GND,POWER,0.000742858,0.000742847,4.74791e-06
155.129,1116.5,POWER,BOTTOM_LAYER,0.000742847,0.000742858,-7.46318e-05
162.252,846.429,TOP_LAYER,GND,0.000742032,0.000742029,1.91762e-05
162.252,846.429,GND,POWER,0.000742029,0.000741988,1.91762e-05
162.252,846.429,POWER,BOTTOM_LAYER,0.000741988,0.000741991,-2.15428e-05
173.008,869.554,TOP_LAYER,GND,0.000742204,0.000742204,8.84998e-07
173.008,869.554,GND,POWER,0.000742204,0.000742202,8.84998e-07
173.008,869.554,POWER,BOTTOM_LAYER,0.000742202,0.000742232,-0.000204075
173.008,948.294,TOP_LAYER,GND,0.000742468,0.000742463,3.19131e-05
173.008,948.294,GND,POWER,0.000742463,0.000742395,3.19131e-05
173.008,948.294,POWER,BOTTOM_LAYER,0.000742395,0.00074239,3.06936e-05
173.008,1027.03,TOP_LAYER,GND,0.000742728,0.000742724,2.41737e-05
173.008,1027.03,GND,POWER,0.000742724,0.000742673,2.41737e-05
173.008,1027.03,POWER,BOTTOM_LAYER,0.000742673,0.000742669,2.29681e-05
173.008,1499.48,TOP_LAYER,GND,0.000743448,0.000743443,3.43011e-05
173.008,1499.48,GND,POWER,0.000743443,0.00074337,3.43011e-05
173.008,1499.48,POWER,BOTTOM_LAYER,0.00074337,0.000743365,2.99018e-05
174.186,639.391,TOP_LAYER,GND,0.000740695,0.000740712,-0.000117685
174.186,639.391,GND,POWER,0.000740712,0.000740963,-0.000117685
174.186,639.391,POWER,BOTTOM_LAYER,0.000740963,0.000740946,0.000117049
182.811,1115.05,TOP_LAYER,GND,0.000742911,0.000742914,-2.48803e-05
182.811,1115.05,GND,POWER,0.000742914,0.000742967,-2.48803e-05
182.811,1115.05,POWER,BOTTOM_LAYER,0.000742967,0.000742972,-3.08038e-05
187.462,845.879,TOP_LAYER,GND,0.000742063,0.00074206,1.70537e-05
187.462,845.879,GND,POWER,0.00074206,0.000742024,1.70537e-05
187.462,845.879,POWER,BOTTOM_LAYER,0.000742024,0.000742036,-8.38735e-05
192.693,908.924,TOP_LAYER,GND,0.000742332,0.000742327,3.58745e-05
192.693,908.924,GND,POWER,0.000742327,0.000742251,3.58745e-05
192.693,908.924,POWER,BOTTOM_LAYER,0.000742251,0.000742232,0.000129282
192.693,987.664,TOP_LAYER,GND,0.000742602,0.000742598,2.78289e-05
192.693,987.664,GND,POWER,0.000742598,0.000742539,2.78289e-05
192.693,987.664,POWER,BOTTOM_LAYER,0.000742539,0.000742536,2.06795e-05
192.693,1066.4,TOP_LAYER,GND,0.000742839,0.000742836,1.95428e-05
192.693,1066.4,GND,POWER,0.000742836,0.000742794,1.95428e-05
192.693,1066.4,POWER,BOTTOM_LAYER,0.000742794,0.000742786,5.8618e-05
192.693,1460.11,TOP_LAYER,GND,0.000743448,0.000743444,2.96049e-05
192.693,1460.11,GND,POWER,0.000743444,0.00074338,2.96049e-05
192.693,1460.11,POWER,BOTTOM_LAYER,0.00074338,0.000743377,2.05273e-05
192.748,659.979,TOP_LAYER,GND,0.00074088,0.000740885,-3.65907e-05
192.748,659.979,GND,POWER,0.000740885,0.000740963,-3.65907e-05
192.748,659.979,POWER,BOTTOM_LAYER,0.000740963,0.000740994,-0.000210254
194.424,1336.09,TOP_LAYER,GND,0.000743618,0.000743604,9.94375e-05
194.424,1336.09,GND,POWER,0.000743604,0.000743391,9.94375e-05
194.424,1336.09,POWER,BOTTOM_LAYER,0.000743391,0.000743383,5.50029e-05
194.924,1294.77,TOP_LAYER,GND,0.000743544,0.000743534,7.38132e-05
194.924,1294.77,GND,POWER,0.000743534,0.000743376,7.38132e-05
194.924,1294.77,POWER,BOTTOM_LAYER,0.000743376,0.000743369,4.79689e-05
195.238,687.586,TOP_LAYER,GND,0.000740925,0.000740936,-7.0812e-05
195.238,687.586,GND,POWER,0.000740936,0.000741087,-7.0812e-05
195.238,687.586,POWER,BOTTOM_LAYER,0.000741087,0.000741097,-7.11602e-05
195.238,715.306,TOP_LAYER,GND,0.000741065,0.000741073,-5.59786e-05
195.238,715.306,GND,POWER,0.000741073,0.000741192,-5.59786e-05
195.238,715.306,POWER,BOTTOM_LAYER,0.000741192,0.00074119,1.50932e-05
195.238,1239.33,TOP_LAYER,GND,0.000743522,0.00074351,7.70927e-05
195.238,1239.33,GND,POWER,0.00074351,0.000743346,7.70927e-05
195.238,1239.33,POWER,BOTTOM_LAYER,0.000743346,0.000743346,1.71021e-06
195.238,1267.05,TOP_LAYER,GND,0.000743559,0.000743547,8.00253e-05
195.238,1267.05,GND,POWER,0.000743547,0.000743376,8.00253e-05
195.238,1267.05,POWER,BOTTOM_LAYER,0.000743376,0.000743369,4.79689e-05
208.584,1125.26,TOP_LAYER,GND,0.000742967,0.000742974,-4.54003e-05
208.584,1125.26,GND,POWER,0.000742974,0.00074307,-4.54003e-05
208.584,1125.26,POWER,BOTTOM_LAYER,0.00074307,0.000743047,0.000157325
212.25,833.472,TOP_LAYER,GND,0.000741913,0.000741914,-6.47874e-06
212.25,833.472,GND,POWER,0.000741914,0.000741928,-6.47874e-06
212.25,833.472,POWER,BOTTOM_LAYER,0.000741928,0.000741926,1.49966e-05
212.378,633.333,TOP_LAYER,GND,0.00074064,0.000740656,-0.000109658
212.378,633.333,GND,POWER,0.000740656,0.00074089,-0.000109658
212.378,633.333,POWER,BOTTOM_LAYER,0.00074089,0.000740877,8.70747e-05
212.378,948.294,TOP_LAYER,GND,0.000742529,0.000742521,5.16782e-05
212.378,948.294,GND,POWER,0.000742521,0.000742411,5.16782e-05
