refdes,pin,voltage,current
J2,1,13.78,10.0
J2,2,13.78,10.0
J2,3,0.0,-10.0
J2,4,0.0,-10.0
J1,1,13.629,-20.0
J1,2,0.0416204,20.0
U1,8,13.7692,-20.0
U1,3,13.6903,6.2831
U1,2,13.689,6.71578
U1,1,13.6881,7.00112
R1,1,13.6779,-20.0
R1,2,13.6379,20.0
