refdes,pin,voltage,current
J2,2,13.78,10.0
J2,1,13.78,10.0
J2,4,0.0,-10.0
J2,3,0.0,-10.0
J1,1,13.6286,-20.0
J1,2,0.0219016,20.0
U1,8,13.7687,-20.0
U1,3,13.6896,6.36367
U1,2,13.6882,6.81637
U1,1,13.6882,6.81996
R1,1,13.68,-20.0
R1,2,13.64,20.0
