refdes,pin,voltage,current,rpin
VCOMP0,VCOMP0-0,13.78,10,0
VCOMP0,VCOMP0-1,13.78,10,0
VCOMP0,VCOMP0-2,0,-10,0
VCOMP0,VCOMP0-3,0,-10,0
VCOMP1,VCOMP1-0,13.6286,-20,0.005
VCOMP1,VCOMP1-1,0.0219016,20,0.005
VCOMP2,VCOMP2-0,13.7687,-20,0.003
VCOMP2,VCOMP2-1,13.6896,6.36367,0.003
VCOMP2,VCOMP2-2,13.6882,6.81637,0.003
VCOMP2,VCOMP2-3,13.6882,6.81996,0.003
VCOMP3,VCOMP3-0,13.68,-20,0.001
VCOMP3,VCOMP3-1,13.64,20,0.001
