x,y,layer1,layer2,voltage1,voltage2,current
1033.17,480.656,POWER,BOTTOM_LAYER,0.0113396,0.0113409,-0.00926688
1037.93,1082.15,TOP_LAYER,GND,0.0110221,0.0110228,-0.00458886
1037.93,1082.15,GND,POWER,0.0110228,0.0110294,-0.00306509
1037.93,1082.15,POWER,BOTTOM_LAYER,0.0110294,0.0110298,-0.00306509
1072.54,86.9548,TOP_LAYER,GND,0.0113861,0.0113861,0.000217578
1072.54,86.9548,GND,POWER,0.0113861,0.0113864,-0.000156403
1072.54,86.9548,POWER,BOTTOM_LAYER,0.0113864,0.0113864,-0.000156403
1100.92,1082.15,TOP_LAYER,GND,0.0110165,0.0110162,0.00194677
1100.92,1082.15,GND,POWER,0.0110162,0.011025,-0.00412024
1100.92,1082.15,POWER,BOTTOM_LAYER,0.011025,0.0110256,-0.00412024
1111.91,165.695,TOP_LAYER,GND,0.011395,0.0113944,0.00445123
1111.91,165.695,GND,POWER,0.0113944,0.0113955,-0.000545942
1111.91,165.695,POWER,BOTTOM_LAYER,0.0113955,0.0113956,-0.000545942
1151.28,86.9548,TOP_LAYER,GND,0.0114113,0.0114113,0.000159568
1151.28,86.9548,GND,POWER,0.0114113,0.011413,-0.000823779
1151.28,86.9548,POWER,BOTTOM_LAYER,0.011413,0.0114132,-0.000823779
1190.65,165.695,TOP_LAYER,GND,0.0114223,0.0114216,0.00501706
1190.65,165.695,GND,POWER,0.0114216,0.0114269,-0.00249014
1190.65,165.695,POWER,BOTTOM_LAYER,0.0114269,0.0114273,-0.00249014
1230.02,86.9548,TOP_LAYER,GND,0.0114382,0.0114382,-0.000276849
1230.02,86.9548,GND,POWER,0.0114382,0.011441,-0.00133889
1230.02,86.9548,POWER,BOTTOM_LAYER,0.011441,0.0114413,-0.00133889
1269.39,165.695,TOP_LAYER,GND,0.0114478,0.0114475,0.00193233
1269.39,165.695,GND,POWER,0.0114475,0.0114533,-0.00273783
1269.39,165.695,POWER,BOTTOM_LAYER,0.0114533,0.0114537,-0.00273783
1308.76,86.9548,TOP_LAYER,GND,0.0114669,0.011467,-0.000675606
1308.76,86.9548,GND,POWER,0.011467,0.01147,-0.00139319
1308.76,86.9548,POWER,BOTTOM_LAYER,0.01147,0.0114702,-0.00139319
1308.76,244.435,TOP_LAYER,GND,0.0114486,0.0114486,-0.000248122
1308.76,244.435,GND,POWER,0.0114486,0.0114617,-0.00613527
1308.76,244.435,POWER,BOTTOM_LAYER,0.0114617,0.0114626,-0.00613527
1308.76,401.916,TOP_LAYER,GND,0.0114194,0.0114148,0.0314979
1308.76,401.916,GND,POWER,0.0114148,0.0114424,-0.0129192
1308.76,401.916,POWER,BOTTOM_LAYER,0.0114424,0.0114442,-0.0129192
1308.76,1031.84,TOP_LAYER,GND,0.0109946,0.010987,0.0524889
1308.76,1031.84,GND,POWER,0.010987,0.0110053,-0.00857907
1308.76,1031.84,POWER,BOTTOM_LAYER,0.0110053,0.0110065,-0.00857907
1323.83,1461.41,TOP_LAYER,GND,0.0105759,0.0105759,4.6219e-14
1323.83,1461.41,GND,POWER,0.0105759,0.0105759,-1.32749e-13
1323.83,1461.41,POWER,BOTTOM_LAYER,0.0105759,0.0105759,-1.38657e-13
1369.04,697.893,TOP_LAYER,GND,0.0111114,0.0111126,-0.0780596
1369.04,697.893,GND,POWER,0.0111126,0.0111087,0.018642
1369.04,697.893,POWER,BOTTOM_LAYER,0.0111087,0.0111084,0.018642
1348.13,165.695,TOP_LAYER,GND,0.0114758,0.0114759,-0.000706103
1348.13,165.695,GND,POWER,0.0114759,0.0114812,-0.00248665
