refdes,pin,voltage,current
J2,2,13.78,10.0
J2,1,13.78,10.0
J2,4,0.0,-10.0
J2,3,0.0,-10.0
J1,1,13.6264,-20.0
J1,2,0.0203849,20.0
U1,8,13.7683,-20.0
U1,3,13.6895,6.27681
U1,2,13.6883,6.67126
U1,1,13.6872,7.05193
R1,1,13.6776,-20.0
R1,2,13.6376,20.0
